,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025
BMAR,,,,,,,,,,,,,,,,0.17091650005585945,-0.07168615447053017,0.2321523439201163,0.16812655291979817,0.1547763263174433
BMAY,,,,,,,,,,,,,,,,0.12398761577411133,-0.12799464128289972,0.17035318118974807,0.19635016112850745,0.11330260729664499
BMED,,,,,,,,,,,,,,,,-0.025733527595877104,-0.19469606409826334,0.06276220367890151,0.012897719839590982,0.21701020419021844
BMVP,0.10081284560774217,0.045043836310190155,-0.3595798261300509,0.15871791127456158,0.15139564509146752,-0.06731892463348332,0.1976077081216483,0.37823183948283456,0.10074842147506113,0.007494431686360992,0.16002426716009022,0.20077450490609206,-0.06370649748172819,0.13678812505753268,0.0821787512875023,0.20245627058242333,-0.15245052328443742,0.19798735862393424,0.1743523186251441,0.07110267657357006
BNGE,,,,,,,,,,,,,,,,,,0.35164606473296867,0.22440969853984138,0.3677496846870194
BNOV,,,,,,,,,,,,,,,0.11322872424250785,0.11592780459117624,-0.09919834232911762,0.17538718855149016,0.12802690855673204,0.13923241267952258
BOAT,,,,,,,,,,,,,,,,,0.03525650829750715,0.26999609622141163,0.04084335488111934,0.2088188020126165
BOCT,,,,,,,,,,,,,,0.186188700462401,0.14247720529941454,0.16084616849343214,-0.08314085483578959,0.21509795976349833,0.12931036888163594,0.15006946494763218
BOIL,,,,,,,-0.6154826065654091,0.07175989085948165,-0.6091156799603665,-0.7116104868913857,0.055679287305122394,-0.5737704918032787,-0.23609467455621302,-0.6677290836653387,-0.7353015075376884,0.18483197093551307,-0.35603042375950744,-0.9004201702043122,-0.6262470879570305,-0.5430836950629818
BOTZ,,,,,,,,,,,,0.5696678177536458,-0.29237903155727296,0.31177224307319973,0.4932696263570491,0.09090962406277847,-0.4293123618498511,0.38291746022884654,0.15462555319945626,0.13913016193954264
BOUT,,,,,,,,,,,,,,0.2156520613152035,0.4997623746198627,0.2384912622145767,-0.2186921823327291,0.1422259469275579,0.2149087162670102,-0.0619446074792147
BPAY,,,,,,,,,,,,,,,,,,0.14027217285834848,0.1873876880914167,0.09928642168320723
BPH,,,,,,,,,,,,,,,,,,,,
BRAZ,,,,,,,,,,,,,,,,,,,-0.28429310215786885,0.45293543605032527
BRF,,,,,0.21511299352039215,-0.29154183973309633,0.14844308409780016,-0.2990483038869334,-0.23040561090095601,-0.4723480507427522,0.6660705067158728,0.500976559709505,-0.14331203676844884,0.34540659667312146,-0.22622395814022545,-0.1860080183119429,-0.10345092442700066,0.47496763302182177,-0.32548889268898673,0.5569200198890858
BRIF,,,,,,,,,,,,,,,,,,,,0.4524910359365488
BRNY,,,,,,,,,,,,,,,,,,0.2274137309652733,0.2955992153326654,0.2242441697934316
BRSV,,,,,,,,,,,,,,,,,,,,
BSEP,,,,,,,,,,,,,,,0.11861805155801464,0.15704334605141312,-0.09503206098598682,0.21056109665876566,0.17472140781454648,0.15348733368315481
BSMC,,,,,,,,,,,,,,,,,,,0.1041155042768777,0.1699790284361328
BTAL,,,,,,,-0.0703921657375673,-0.1109032407369772,0.0805858706786422,0.0433905253793911,-0.0506024630091347,-0.0112821355980827,0.1645526742907299,0.0204084694473074,-0.13743219906948,-0.0734757742893508,0.217121292547662,-0.1621210649519198,0.1074217649187976,-0.2009112768465177
BTCI,,,,,,,,,,,,,,,,,,,,-0.04271461623060391
BTCW,,,,,,,,,,,,,,,,,,,,-0.1011985435274807
